,mean,sd,eti89_lb,eti89_ub,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
v_1|pid_offset[120],0.008680872539145948,0.9612578609219731,-1.5398002150769066,1.5481151644316062,5021.530026249673,3267.019366089287,1.000406614619916,0.01357958221821588,0.009627946618828997
v_1|pid_offset[121],-0.11739433661497609,0.9660377845486565,-1.6485881783807674,1.3720130888656377,4053.4075629255967,2870.219206329515,1.0007930119412536,0.015156362272019372,0.010315250036155231
v_1|pid_offset[122],-0.058743723951663336,0.9786431606420566,-1.6432305103042033,1.5185975783024468,4351.921080268378,2926.824374734691,1.00171856136974,0.014872856397308823,0.01014954500415901
v_1|pid_offset[123],-0.16981285043162714,0.9896463082403513,-1.742741970271364,1.4315067507077768,3410.202694739849,3052.5423766262115,1.0003650544067855,0.016913322150017562,0.011917252155138943
v_1|pid_offset[124],-0.027716169861185316,0.9779748957440314,-1.5788013304619306,1.5152003595710684,4869.629587917139,2892.4240566575922,1.0018776427665668,0.014018992063631263,0.010133108097941096
v_1|pid_offset[125],0.12254827879007328,0.9520687753385484,-1.4028061024407983,1.6292310674923944,4204.016325805946,2811.143006861231,1.000912251026426,0.014702402026308802,0.010117615238745468
v_1|pid_offset[126],-0.08529143052905819,0.9516834350439711,-1.6015415708387357,1.4238623534058026,4946.277005288114,3261.241192642834,1.0028220782291453,0.013544383047887779,0.009936435556948502
v_1|pid_offset[127],0.04616333231795342,0.9999684053516326,-1.5444805841800104,1.6182594883985666,5013.169538142905,2896.2245401930377,1.0002247743464316,0.01418467620057159,0.0100485511287214
v_1|pid_offset[128],0.11643167136987387,0.9998260794285057,-1.4627802244115284,1.7027857993415936,4137.19192751291,2961.577268389258,0.999618268248536,0.015544101498705727,0.010798926871020856
v_1|pid_offset[129],-0.19401605923949392,1.011087203652631,-1.7753050190261594,1.4498781082464174,4282.128448548546,2829.7601545709995,1.0005251909650477,0.01544055171606441,0.01052700877556914
v_1|pid_offset[13],0.23225080601570436,0.9887206515477328,-1.3810331242967409,1.7894739504969388,3889.7151047656525,2981.0284275213353,1.000155802197087,0.015860022238173455,0.011241998117336591
v_1|pid_offset[130],-0.03040989770689335,1.0094129916011727,-1.6404623688568774,1.6150214823358833,4555.822073193866,2823.9229717517887,1.0008270044180176,0.014972352860352532,0.010304112828395289
v_1|pid_offset[131],-0.06318050115230898,0.985284557889171,-1.6363803809969002,1.5438844830924405,3162.5686907564304,2463.954626933093,1.0009061640161572,0.017609500053463834,0.012645981436596251
v_1|pid_offset[132],0.010877120716696689,0.9992354230382079,-1.5736666563258022,1.6105590334767772,4826.309289131046,3058.2631733629837,1.0019476052394722,0.014382926925312811,0.010035787954915333
v_1|pid_offset[133],-0.1786914431878527,1.0019217085730594,-1.752062526767769,1.4118100023229885,4166.493185946285,3392.9788640871843,1.0017850858871264,0.015549160960567075,0.01114009100054238
v_1|pid_offset[134],0.28216181440721927,1.0118130671518644,-1.3353044247980148,1.901560143391609,4165.9784637469975,2994.6584932907435,1.0008705753730494,0.015737480593099394,0.011462388231785619
v_1|pid_offset[135],-0.11622672297349027,1.005834796501955,-1.7384454467769346,1.4866379809143333,4770.632923304148,2950.989169826684,1.001919358299,0.014615636097024981,0.010487706529728368
v_1|pid_offset[136],0.09117988356950978,0.9823315984742994,-1.4417353363541447,1.6617894385171164,3777.2699103964264,2651.7431632383978,1.0008361700616233,0.01598969406267043,0.010925033778703463
v_1|pid_offset[137],0.031957818840892264,0.9786990541635041,-1.5234596295848923,1.593130111938217,5645.608580061707,2962.3859840906357,1.0013470571706984,0.013044198992648467,0.009235042231447683
v_1|pid_offset[138],-0.04296222355313698,0.9899763850410767,-1.6413513887100262,1.549059416329577,4712.7311613586235,2829.038116515675,0.9996307309147665,0.014418915981365228,0.010009887937901632
v_1|pid_offset[139],-0.11541795781748454,0.9711864911582682,-1.6344408292277792,1.4125215954524035,4589.147395052574,2909.3965310613603,0.9998645440971463,0.014387439505152661,0.010537976546027759
v_1|pid_offset[14],-0.07009929224795403,0.9913561717634931,-1.6648056505174778,1.5404196641943215,3579.4437847090435,2558.1643977783474,1.00001793534672,0.01654385675730047,0.011633917200679847
v_1|pid_offset[140],-0.16790953967980873,1.0040954248210245,-1.7914759788243817,1.4398620809574183,4083.8992452763973,2814.428566800739,1.0026339833681719,0.015723921919282055,0.011333609351509183
v_1|pid_offset[141],-0.004167881129857729,0.9862046054158194,-1.5818962189675423,1.5634696837390902,4556.5025795359315,2864.0379540073545,1.0008770310343194,0.014599381462338737,0.010035813268386335
v_1|pid_offset[142],-0.0844718575000639,0.9957516039083306,-1.6516441305945595,1.5034770498695609,4756.873020295521,3085.68198281862,1.0011087728548234,0.014482568591324258,0.009886774689272099
v_1|pid_offset[143],-0.05595269622104813,1.012516764149831,-1.6740660068260036,1.5579114557214897,4615.710062047545,2883.5449937253284,1.000111617320298,0.014905789979179383,0.011053655914285402
v_1|pid_offset[144],-0.13763492063362104,1.036239683914871,-1.7929200608583826,1.508822368645988,5620.40566932176,3024.6034441894963,1.0036907764090135,0.013811597663647524,0.00987657788553995
v_1|pid_offset[145],-0.20346027910208925,0.9996424545671768,-1.8439697908894368,1.3430136140109494,3772.025578588316,2473.3970027218215,1.001853206717606,0.016350279626607275,0.01251593945508195
v_1|pid_offset[146],-0.13879366130016174,0.9962464241520662,-1.7159719689195,1.4802049827060941,4438.55814174678,3022.4479660276484,1.0001457964345981,0.014952859283778853,0.010580893192236953
v_1|pid_offset[147],0.003178463654492514,0.9564166550904015,-1.5366516311799452,1.5220848420780801,4747.12197595358,3170.8446534641653,1.0022010138569029,0.013931069874888615,0.010106891901537875
v_1|pid_offset[148],0.05611602991996421,1.0147818164768116,-1.5974764259125103,1.6327875424840053,4563.586109772319,3064.7865599761576,1.0002857768471967,0.015084447046330962,0.010702202621602689
v_1|pid_offset[149],-0.2314406896303376,0.9800299464108829,-1.773251735255583,1.311951571633721,4411.137931890668,2988.887331972187,1.0009152143371685,0.014731294558229876,0.010209076210830002
v_1|pid_offset[15],-0.04498610175887347,0.9518409243156893,-1.535576986714116,1.454766408950262,4041.415977781161,2732.926942493651,1.0005207729418866,0.014986295241580214,0.010877188528459855
v_1|pid_offset[150],0.05600190458358034,0.9890392576214905,-1.488305763751394,1.6594140537111177,4452.31073820888,2663.0804374817335,1.0014339328262567,0.014836935207670817,0.010392030474075262
v_1|pid_offset[151],0.12506570138590836,0.9929477980102545,-1.4513204398557022,1.7336892897092688,4166.376466360944,2567.9461640795457,1.002241583075038,0.015440010572285303,0.011341448475753612
v_1|pid_offset[152],0.11169800515469658,1.0007214868275154,-1.4682764906038415,1.7101982157829545,4297.591685512398,3167.5169999060677,1.0047897955209475,0.015302154975673443,0.01090702026249983
v_1|pid_offset[153],0.01986645234626931,0.9785203136796596,-1.5241754738588265,1.6387137845644144,4280.058226313832,3030.829365280061,1.000336359514337,0.014995294403417823,0.010541810085671448
v_1|pid_offset[154],-0.2573484009859158,1.001297182722426,-1.8277054239991448,1.3438260629445518,3888.199616031788,2426.5036240823897,1.00077445295024,0.016038633478591295,0.011193630503044952
v_1|pid_offset[155],0.05321923203912102,1.0020232703717307,-1.5295011431889636,1.6243433198184833,5029.348119892055,3006.526238968136,1.001146346849653,0.014146108888648729,0.009578465462234436
v_1|pid_offset[156],0.15593318410394472,1.000467333377429,-1.425224314740298,1.7207465172216216,4125.454105494327,2958.59520988018,1.0023211645954,0.015593811711465814,0.01054162807157708
v_1|pid_offset[157],-0.04434151089759032,0.9898553523454018,-1.5652665228751392,1.5129370423529866,4134.413636386188,2946.2041238904176,1.0000724960085867,0.015392431244442948,0.010980724739931981
v_1|pid_offset[158],0.1232743533227326,0.9957479832371076,-1.435271038087615,1.7082520842908726,4891.608772892021,3304.7450606202365,1.0004491246416782,0.014239952200223433,0.0102601776630169
v_1|pid_offset[159],-0.21710994068086495,1.0091712867677889,-1.8305477708509166,1.4131532939353644,4963.415524942332,2820.515191045617,1.0001458144491968,0.014289091851200156,0.009993045263355862
v_1|pid_offset[16],-0.22179720213664786,0.9540314876107256,-1.742432548239361,1.2850030717306344,3761.723909902924,2924.4945428766814,1.0007306424070292,0.015534195320390435,0.011094289932566354
v_1|pid_offset[160],-0.05445284504199803,0.9894153031740051,-1.6186291008893134,1.5123664156560634,4089.9306124195364,3062.222956826592,1.0019179208149955,0.015496282443430298,0.010881726482406196
v_1|pid_offset[161],0.13015653006903916,1.018474398466279,-1.5065224434660305,1.7999737536220592,4721.023805391504,3096.36617277627,1.0004709851870133,0.014817995210225239,0.010589824342481336
v_1|pid_offset[162],0.11911039109331131,0.973159878535429,-1.4309312404356789,1.7003037943939605,5004.93932179242,3030.6047174939135,1.000867708149306,0.013761124888553546,0.00982800857491912
v_1|pid_offset[163],0.1373272465376568,0.9566643196322647,-1.351727066545725,1.6827428617527427,4417.781895646805,2971.3140753913126,1.0004223703829462,0.01437658954922157,0.010804526057274992
v_1|pid_offset[164],-0.026774044744951257,0.9829277055762523,-1.5872904937381482,1.5450324268696705,4953.256193022945,3075.723052842309,1.002573844941294,0.013949339114686252,0.01012554919478459
v_1|pid_offset[165],-0.13766268889978,1.009728311143887,-1.7438207744614267,1.5374304616568362,4995.8136333754655,2987.8405999146903,1.0019424273995647,0.014278808326955517,0.009780159283558666
v_1|pid_offset[166],-0.060317857259073834,0.9903485936111195,-1.6485905631434143,1.5584608371151325,4239.044654113306,3232.894314334199,1.001271143070144,0.015233692414558398,0.010599893962377907
v_1|pid_offset[167],-0.1136740362806486,0.9561774562971723,-1.6651086331972618,1.40339650768249,4671.791974347412,3163.1879221732597,0.9999838353456252,0.013989927735821375,0.009819227899936904
v_1|pid_offset[168],-0.1345081712451581,0.9913137271331234,-1.7213795438617132,1.4414526528187566,3546.054684485403,2877.4804155409943,1.0011643791000586,0.016613044482115265,0.011586104998144699
v_1|pid_offset[169],0.039626594138852146,1.003364261739414,-1.5920866543429857,1.6541812390319335,5295.446576330279,2912.1859344764835,1.0015357570194228,0.013774876731827255,0.009869609572962451
v_1|pid_offset[17],-0.17408187901096414,1.0064760225256006,-1.8168348719441496,1.4268313919612738,5300.4865838972955,3123.395859112703,1.0003639737890717,0.01378328067491139,0.009735418579865946
v_1|pid_offset[170],-0.14418792081732998,1.0141329261156748,-1.7539640615287162,1.5171490655486664,4285.301629603088,2918.520751506532,1.0012448898755717,0.01549888274728236,0.010818597462702289
v_1|pid_offset[171],-0.047119149367244643,0.9522286673277834,-1.5580397198297768,1.4525015346397492,4295.911025370312,3221.4566297860574,0.9999086002933618,0.0145543555120779,0.00997554462697115
v_1|pid_offset[172],0.0587020155760034,0.9593637446812238,-1.4957689256887827,1.6007363652296185,3739.2013430529937,2893.6364205714294,1.0004335703257583,0.015724349391281447,0.010831370528581099
v_1|pid_offset[173],0.11832955584492286,1.004946695532955,-1.4740544534295472,1.7027213961775507,4038.843402614079,2810.337244003967,1.0008715734782219,0.01578609339520485,0.011617314758999032
v_1|pid_offset[174],-0.033442251149587286,0.9645449037689913,-1.6037326112958439,1.4958339221171393,4507.354056308131,2700.3206087477124,1.0003521473543977,0.014378709941492783,0.010539796183109714
v_1|pid_offset[175],-0.15534368366652032,0.9874709404589853,-1.726039159036039,1.4597550252481608,3957.732154802148,2739.4591280779487,1.0002793458126027,0.015709882244028323,0.011242301853357882
v_1|pid_offset[176],0.14265127137492264,1.0226962292874138,-1.492223661545157,1.754838107262499,4439.417691667675,2602.2165152407874,1.0007795214465331,0.015304437220408676,0.010729071342826671
v_1|pid_offset[177],-0.11767467261342003,0.9813461659089973,-1.6650068423694009,1.448072627818996,4406.766728964189,2843.400891866457,1.0010377412190503,0.014828713520148052,0.010477101658975104
v_1|pid_offset[178],-0.18394106604422114,1.0118066302976003,-1.763840631521282,1.4585762214851647,5092.993102057961,3004.9356707364136,1.0031940086151072,0.014197714951374703,0.010020567761491852
v_1|pid_offset[179],-0.13428806744007227,1.0094937694613018,-1.761189235919936,1.4635293981229753,4184.330658841294,2783.409327718136,1.0016547942856584,0.015585817056101889,0.010862307228342687
v_1|pid_offset[18],0.10287246504966137,0.9910168058241252,-1.5136895361765355,1.6937901297167175,4825.049390238881,2752.929731531395,1.0014137909004115,0.014238011618831276,0.009791773758117942
v_1|pid_offset[180],0.1898399843816706,0.9972999557886011,-1.3988190793801887,1.7871919802574985,3699.710886418559,2890.5737870929006,1.001947953563803,0.016393738732165052,0.011234731213998699
v_1|pid_offset[181],-0.004723972765193674,1.0056546694757877,-1.6012701122952782,1.6060390924021082,5691.902754109356,2806.2934681270726,1.0011268395988928,0.01330299909045836,0.009425055117951909
v_1|pid_offset[182],-0.022633028740804147,0.9891764692456343,-1.5836909552836809,1.5448644304004424,4408.505835321407,2920.2178334032537,1.001227501751316,0.014864771936182864,0.010366684228905142
v_1|pid_offset[183],0.20890212403186637,1.0118624998108596,-1.4245669157830985,1.8363622030394129,4686.713499241336,3151.1338028103696,1.0007684633167004,0.014797386658909424,0.010208837412662224
v_1|pid_offset[184],0.07241909444302877,0.9918112876504952,-1.5407224177239023,1.6042157441331613,3909.0682195464697,2962.493898181151,1.0027690828121518,0.015861955961627976,0.011010784203546186
v_1|pid_offset[185],0.06480894667374372,0.9931541769583213,-1.5046240095133372,1.6254515771497964,4586.715080358595,3199.711560029869,1.0040513538627207,0.014694186406777044,0.010202914184442165
v_1|pid_offset[186],-0.03535675218889326,0.9834984586871537,-1.581048271170957,1.5723879314741056,4563.641377370704,2971.5462214538834,1.0004589794460859,0.014581865396542553,0.01022042640478367
v_1|pid_offset[187],-0.1396101197794023,0.9808381115007783,-1.7096795048077225,1.4783934761007547,4516.804234775785,3145.560305553404,1.0005567783819478,0.014568371646699954,0.01032927498739808
v_1|pid_offset[188],-0.05256054071211235,0.9727881385406745,-1.6253740280277058,1.4895413331192642,4246.210193108084,2820.0451416025717,1.0004889451029313,0.014943328283767083,0.01083402690399573
v_1|pid_offset[189],-0.14170432971356922,0.9956395986778139,-1.6975758459241266,1.4276310397673913,3810.5287461907355,2889.338992970931,0.9997700441260815,0.016106018850308743,0.011486872624739701
v_1|pid_offset[19],0.02928370427546416,0.961807000526269,-1.5291431221820724,1.5826786540627562,5324.255626804628,3324.8192499657544,1.0002609278710382,0.013167174183860058,0.009525425116692356
v_1|pid_offset[190],0.0013023358439009387,0.9930291536162494,-1.6276883469043195,1.5723126402636343,5482.143961153638,2931.5986751061514,1.0007268848353759,0.013406754977148497,0.009071610555660862
v_1|pid_offset[191],-0.021354108118194673,0.9957094999218772,-1.620493000596093,1.5631698847527864,4538.241659660942,3182.1994593474224,1.0001713305607165,0.014765557469908994,0.01083630431734017
v_1|pid_offset[192],-0.13082872956116598,1.0040037778418103,-1.7377853959769078,1.4631041773777624,4753.94312019296,2886.9322178918023,1.0007014225187514,0.014581072265957848,0.010332258645471045
v_1|pid_offset[193],0.22594392629276322,0.9940697058699735,-1.3841893739133715,1.8057574824014129,4160.767861292318,2955.079315581081,1.0013223636039086,0.015407492926413848,0.01110498624588934
v_1|pid_offset[194],-0.013273136878725698,0.9577289898188343,-1.5602501213163469,1.5345267604731856,4477.90271820793,2906.414477969737,1.0004093471301814,0.014274310607519599,0.01053490856358585
v_1|pid_offset[195],-0.07593529630827374,0.989444373690492,-1.6615016058251375,1.515072370307911,4855.626733790089,3081.7821378027634,1.0001922976567827,0.014211862001096065,0.0096552715194808
v_1|pid_offset[196],-0.0620614894974245,0.9839141936578277,-1.6393625455944656,1.5322947023260034,4636.70494790023,3206.1496535029523,1.000007775429223,0.014454199473656363,0.00953391819475365
v_1|pid_offset[197],0.07958965289746618,0.992478457516596,-1.538141915537345,1.7039907429997732,5039.343730725332,2796.3699300151493,1.0009593926645344,0.013986641385934726,0.009744439971837174
v_1|pid_offset[198],-0.07349114469140994,1.0051489267217446,-1.7005962277342699,1.52576611319178,4726.792548987318,2841.5653774919206,1.0004459363048608,0.014624404252426523,0.010438590276366393
v_1|pid_offset[199],-0.14365283677392662,0.988921492994892,-1.715174798516146,1.4345696061192703,4735.362185651638,2618.3394261047524,1.0019939844618877,0.014356900091484376,0.009962596267986427
v_1|pid_offset[2],-0.10105494504306248,0.9878349194031437,-1.6832543461972647,1.4743664210938687,4640.6939254225845,2936.506793370975,1.0004476239934292,0.014512381104217315,0.01035271827833911
v_1|pid_offset[20],-0.18718641466938604,1.0010788513659674,-1.8040245398101022,1.43017499160623,3750.0112283038343,2941.1414026524394,0.999871028773346,0.016334224295514642,0.011903614704759391
v_1|pid_offset[21],-0.19372489083427177,0.979162898046022,-1.6922644937292388,1.3811502418642765,4315.442614587034,2950.8346224316115,1.0008783104836207,0.014870964637239192,0.010753874228833633
v_1|pid_offset[22],-0.056469035919265526,0.9872921671970736,-1.6331852548567716,1.5197186797306752,5957.0334499153905,2916.708006260774,1.001008658859845,0.012797681850721835,0.00892101957803483
v_1|pid_offset[23],0.18747497231850405,0.961035604080037,-1.3796774538254009,1.718026851360705,5134.582800471094,3215.5311712123007,1.0021694694633625,0.013408963066117455,0.009164742375376013
v_1|pid_offset[24],0.14538902083195454,0.9743893059889677,-1.39114202586501,1.7182690352227372,3955.149910551541,3055.8882261045505,1.0023474003238158,0.01548333022224846,0.011503214309781701
v_1|pid_offset[25],-0.12923804497871783,0.9657415607252428,-1.6295742497762724,1.4177166288317047,5256.493642068914,3244.558719928804,1.0018543185886426,0.013340008490522947,0.009518382585765097
v_1|pid_offset[26],0.04427427995047884,0.94028504794913,-1.4876456108307226,1.564275935667304,4871.742604690666,3051.502968659134,1.0012916243614607,0.013492770766287354,0.00937573347330654
v_1|pid_offset[27],0.03305621601729367,0.9707739443314969,-1.5132287161825961,1.5625567541252436,4505.151763270216,3061.630901161352,1.000012490946278,0.01447518615714336,0.010029257173353635
v_1|pid_offset[28],-0.09238124410025324,1.003086803147093,-1.6781097132963536,1.5054292989935985,3723.698296824537,2675.9567556500206,1.0000339041086763,0.016436906485001568,0.011295340578115614
v_1|pid_offset[29],-0.17373678860074324,1.0133557851913615,-1.7752733855230742,1.4431102935105629,5176.385011711727,3056.383404742271,1.0010695610801839,0.01408824572246867,0.009895379470550338
v_1|pid_offset[3],-0.12560365356433453,0.970427507633446,-1.6720237436657568,1.422295023121911,5464.015310279098,2732.3362472251188,0.9998622139553283,0.013116165672358043,0.009584065502533488
v_1|pid_offset[30],0.08931679288322555,1.0109836061161104,-1.5384682208599043,1.7276584023032129,5160.314573045111,2807.0090237316476,1.0006136226141842,0.01407971658375338,0.00997820868772296
v_1|pid_offset[31],-0.008040983383765792,1.0174312468139486,-1.685024308704271,1.6161308119247997,4592.644519736682,2863.1860761916037,0.9993844266920315,0.015048562022757554,0.010450170153996203
v_1|pid_offset[32],0.25025945213000267,1.0162731490457009,-1.3740747304871244,1.9064427392236878,3864.0878953658917,2967.0871183552995,1.0012650307994828,0.016353100275975536,0.011451931955293869
v_1|pid_offset[33],-0.15162862036483957,0.971531232054825,-1.6849987104975124,1.4034440070447471,3993.8416759196202,2885.7039067184855,1.0004807838178589,0.015383192445775653,0.011045210683610335
v_1|pid_offset[34],0.04420449422681514,0.9874072000227193,-1.5326084416982406,1.614089300393016,4472.770079191887,2874.4833047946518,0.9998623834273538,0.014766990157116293,0.010465781521307584
v_1|pid_offset[35],-0.03830039940866895,0.9779390778186181,-1.5957350754497748,1.5662917463843242,4979.571793319834,2611.793968660963,1.000229496222028,0.013884095055771784,0.009498050954295388
v_1|pid_offset[36],-0.053066091130939,0.9940978819709463,-1.6613920118816004,1.559373145210857,5307.017163023506,3171.3421278813903,1.0013801444714163,0.013610247939766106,0.00912974504914712
v_1|pid_offset[37],0.10580646808954929,1.0099104844903488,-1.5115641943747364,1.7286184311225303,4694.601534748946,2899.4626159528234,1.0045683682582838,0.01475026965214425,0.010506153064701802
v_1|pid_offset[38],-0.07681529578999505,0.9830162453603518,-1.6625808294300854,1.5033961033735188,4568.90822051629,2781.9048915074077,1.000639257076758,0.014520153167704416,0.009976389081236589
v_1|pid_offset[39],-0.04252395569838261,1.0205348183048073,-1.6803665311252138,1.599666887631274,5144.2167646769385,3084.574498492924,1.0012292007403878,0.014249901665052307,0.009568780012384613
v_1|pid_offset[4],-0.18319373695983363,1.0280318506954693,-1.808580843014767,1.441977352975039,4440.974021519448,2712.656873921069,1.0015874697009057,0.015385096455005846,0.010674060765169606
v_1|pid_offset[40],0.2959372478884521,1.024066075376417,-1.3281638473168862,1.9237949249889963,4111.153217672559,2965.945024745068,1.0009708765985432,0.015974759662640923,0.011194574287093119
v_1|pid_offset[41],-0.04233322688601497,0.9766593304074981,-1.6381664638072548,1.5112154649665877,4559.345340456617,3069.9409983443147,0.9999345216710191,0.01444680697963613,0.009938302169401626
v_1|pid_offset[42],-0.13015039067464673,0.977306678507342,-1.686251232662753,1.4527679518980972,4383.2692025026745,3000.7286504083017,1.0003803299362974,0.01478324243406205,0.010459126644667424
v_1|pid_offset[43],-0.09206159797104373,0.9734880254265244,-1.6256696084197544,1.4450119185258028,4423.2898072503085,3058.015786635437,1.0011239081240748,0.014646958263149382,0.010673310067755314
v_1|pid_offset[44],-0.040309599009996776,0.9655497468380726,-1.5801425718745623,1.5690372512776047,3718.2744424659945,3072.0927376803593,0.9999245324769938,0.01585539122495358,0.010805241210212488
v_1|pid_offset[45],0.2870137850531113,1.0173993783308444,-1.3496778200573096,1.8609863809461107,3256.0498474367323,2844.2675325622463,1.0007061568470117,0.017892562111292778,0.012735890631909885
v_1|pid_offset[46],-0.04265061817633381,0.9754444035202829,-1.625950006115263,1.4942010967830053,4895.941845279555,2667.956881701603,1.0011759342540514,0.013934834738372082,0.009945665862009673
v_1|pid_offset[47],0.05740875593133867,0.9888793549713064,-1.4809412513809928,1.6679589054562292,3785.721731998335,3130.4322530782197,1.0021857064019148,0.016046309986902572,0.011372844487335373
v_1|pid_offset[48],-0.020984801806384547,0.9564016492076362,-1.5143486522376093,1.5291321437784944,4387.143960062828,2946.7758688113536,0.9999553315138037,0.014446559310241237,0.010265082340803696
v_1|pid_offset[49],-0.10773357234812288,0.9719910128318044,-1.658971786859554,1.4399076665875508,4643.95966710894,3151.2489130134877,1.000362038879276,0.014278169038577392,0.010485147577685719
v_1|pid_offset[5],-0.14418819259343046,0.9839361812908884,-1.68536030594505,1.4423209021038665,4454.650037842523,3157.720851671327,0.9995975426988027,0.014751051283064743,0.010446016811497618
v_1|pid_offset[50],-0.05931015034728616,1.0003349528129575,-1.6538718905349616,1.5156641430298055,4655.7253867147265,2748.0590630543843,1.0015299653669347,0.014673872264881553,0.010755514412680288
v_1|pid_offset[51],-0.2256796716220127,0.9864328641800226,-1.7778818397054432,1.3288339376197151,4668.471945559327,2859.015803502631,1.0015945656459642,0.014446554348739012,0.010028758966518522
v_1|pid_offset[52],-0.11307864473895393,0.9861375200383087,-1.6742866406537809,1.4784865769149063,3934.1033909175485,2806.098552446669,1.0038522072275213,0.015732980651737005,0.010841700955093958
