,mean,sd,eti89_lb,eti89_ub,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
v_1|pid_offset[gpqa/gpqa_diamond/128],-0.4014158868700882,0.7756012939003516,-1.658395223958009,0.8269361375968287,8148.661685484487,2801.003592966721,1.000215828567586,0.008581306165510089,0.006128582335495019
v_1|pid_offset[gpqa/gpqa_diamond/129],-0.1821857803282345,0.7590639197086002,-1.3540310589550608,1.0388096173454195,8687.98055127264,3154.5348575306525,1.0002180865052612,0.008143484807878281,0.00576455251724043
v_1|pid_offset[gpqa/gpqa_diamond/146],-0.8298542899731537,0.7311484947992386,-1.9786028679915684,0.3417039705779084,8787.534602429807,2873.673333513463,0.9995942545776503,0.007806973677640967,0.005805932617170474
v_1|pid_offset[gpqa/gpqa_diamond/148],-0.987110018547884,0.7294702802550447,-2.118911671812678,0.1962412261926509,7633.183917505023,3026.1810837842713,1.001495157176562,0.008406704432375034,0.006332849748147713
v_1|pid_offset[gpqa/gpqa_diamond/17],0.8819150610128559,0.7144605901790209,-0.2551881867949244,2.0298749425747635,9018.916124955493,2802.9859253494255,1.0001373325378502,0.007535453703180986,0.0055477664818357865
v_1|pid_offset[gpqa/gpqa_diamond/18],0.470301668208368,0.8647542898432313,-0.9098245785650683,1.8869564523555458,7854.953863856292,3066.7054653353352,1.001878534701728,0.0098351927505479,0.00676545760298967
v_1|pid_offset[gpqa/gpqa_diamond/20],0.17493658985126087,0.7129377612195757,-0.9588309297517162,1.31560517002559,7885.578970656506,2414.18655395424,1.001725532310123,0.008062525345328057,0.005829738467716489
v_1|pid_offset[gpqa/gpqa_diamond/21],0.033598818755061245,0.696662664864662,-1.0729750822272832,1.1675664764228535,8413.356994911233,2886.434990792391,1.0006632877057837,0.007553335916940029,0.0053406922339432235
v_1|pid_offset[gpqa/gpqa_diamond/34],-0.5236847402769945,0.7787936581501311,-1.7666450223572994,0.7147533036929622,7753.023105502755,2773.768963989646,1.0016839848275938,0.008847182120986502,0.006351293549859187
v_1|pid_offset[gpqa/gpqa_diamond/35],0.9904960910982702,0.9318598858937269,-0.5449949858709424,2.4707270844809206,7128.059627150741,3035.784481645472,1.0010256745417925,0.01104762617792812,0.007444502617654678
v_1|pid_offset[gpqa/gpqa_diamond/44],0.1617730017984325,0.7593539746696888,-1.03769917661582,1.4054694459692019,9276.392270084054,2843.978140354294,1.001080619908549,0.007841486128550406,0.00542663533060658
v_1|pid_offset[gpqa/gpqa_diamond/45],-0.44206045952404316,0.7484870903320672,-1.6279547290591332,0.7643908168503523,8788.246087670572,3238.279252544993,1.003078863748778,0.007990888495557234,0.005861098373088528
v_1|pid_offset[gpqa/gpqa_diamond/50],0.4933513179989068,0.7550673548127045,-0.7084811515103092,1.700947007611568,8541.075018949328,2887.641193468211,0.999742003892789,0.00817006784922917,0.005791011019610701
v_1|pid_offset[gpqa/gpqa_diamond/66],0.2120001395979125,0.7315549129252024,-0.9725586291289894,1.3817496115666315,8923.343342726965,2983.9236932596077,1.0003655518972456,0.00776430792538269,0.005576516302933155
v_1|pid_offset[gpqa/gpqa_diamond/77],-0.6798655016647485,0.727686063932426,-1.8573840630581557,0.4629641297609064,8289.257418572184,2791.5010692426076,1.002731714463254,0.007969496072587526,0.005644815317669579
v_1|pid_offset[gpqa/gpqa_diamond/78],0.5283151895040684,0.7280195231300375,-0.631395723927643,1.68767988982003,9198.859344575782,2825.4769364482745,1.0022392066712769,0.007577992991995231,0.005410705653477945
v_1|pid_offset[gpqa/gpqa_diamond/92],-0.7329098289183053,0.6823200622152461,-1.8062972306678264,0.3691766136487234,8317.74636885638,2781.147953502212,1.0020472775439673,0.0074683671611244125,0.005322472202508071
v_1|pid_offset[gpqa/gpqa_extended/10],0.8631730126038253,0.756311102438036,-0.36724242014788755,2.0819991210731534,8496.798895693873,2845.5630050316577,1.0013785482351003,0.008219127315499392,0.005936063403080273
v_1|pid_offset[gpqa/gpqa_extended/107],0.1485263679452617,0.9715026685447126,-1.4123642800639526,1.6884298995726024,8285.749678233577,3098.672893820949,1.0006658953613266,0.010677031008848564,0.007522747931012054
v_1|pid_offset[gpqa/gpqa_extended/112],-0.9244106342499868,0.7017164891898897,-2.040306358762086,0.19524182326894263,9573.962255894998,2916.895227926665,1.0011973700878785,0.007159848143628633,0.005283011069481881
v_1|pid_offset[gpqa/gpqa_extended/119],0.10733433120489758,0.8376070644303999,-1.222551046043782,1.4604476299846738,7502.14571786514,2900.018624849491,1.0005033166733412,0.009696882502187514,0.0069249208913597345
v_1|pid_offset[gpqa/gpqa_extended/122],1.144609796394047,0.7678441870918437,-0.06682664277470048,2.375655265372262,8549.885632985623,2985.00729582626,1.00100044609705,0.008327366924155167,0.006001432127879528
v_1|pid_offset[gpqa/gpqa_extended/129],-0.10888783109223456,0.889662552753867,-1.5317223895186256,1.3354536626524571,9023.189174001483,3171.515156359391,1.0036268186077764,0.009353217020725722,0.0066844875258551765
v_1|pid_offset[gpqa/gpqa_extended/134],-0.3173867407338098,0.7483516289514628,-1.4984377542078515,0.8447941294435714,8483.713482789293,2800.6286670299573,0.9999476350978801,0.008158171261209421,0.006311933816917788
v_1|pid_offset[gpqa/gpqa_extended/138],-0.4866652702068647,0.68607856397047,-1.5593385950674823,0.6114446993161878,9452.069345965654,2924.9753447900066,1.0027208353567056,0.00709818033404513,0.005396909903224447
v_1|pid_offset[gpqa/gpqa_extended/146],0.22799212689686255,0.794703649105448,-1.0235944368653747,1.479114511207363,8531.554174552064,2852.2055430069317,1.001665139082159,0.008596702933391617,0.006292442438172868
v_1|pid_offset[gpqa/gpqa_extended/159],-0.585064031021879,0.7286809982686946,-1.763957190198037,0.5646229496044,7472.166183000297,2711.016007538768,1.0020301878242193,0.008601782385972935,0.006441765658386488
v_1|pid_offset[gpqa/gpqa_extended/160],0.6779090833268041,0.6926138409206026,-0.4205475763398411,1.7972335015354002,7672.158379678827,3094.371825393353,1.0009840040025926,0.007920878632985925,0.005927505516997099
v_1|pid_offset[gpqa/gpqa_extended/169],-0.9410683318057924,0.7207781669105306,-2.101667158631899,0.19515337483212983,8263.91751138801,2951.7959449753735,1.0024830041968484,0.007952426880478033,0.005708467828340406
v_1|pid_offset[gpqa/gpqa_extended/183],-0.7409386358611301,0.8149769791152908,-2.04799759410194,0.5818462166114499,8585.064712211228,3100.643048588613,0.9993806858862331,0.008791941090221269,0.0063764929238219505
v_1|pid_offset[gpqa/gpqa_extended/191],0.5812317630062653,0.753904420428996,-0.6153371206937271,1.772037395013291,9074.037724212647,2694.81504797845,1.0017524122034487,0.00787951352660084,0.006018869166154982
v_1|pid_offset[gpqa/gpqa_extended/202],-0.05308766541799416,0.749519058195752,-1.2579119845353646,1.1326136084662513,9000.894119821718,3153.589659734663,1.0022154279043303,0.007929515888606794,0.005652897121382946
v_1|pid_offset[gpqa/gpqa_extended/203],-1.5205580249511155,0.8633730330054659,-2.891316271848788,-0.1365851720182197,6609.588259989156,2840.427758750477,1.00199976619775,0.010600373320555285,0.007116171277380837
v_1|pid_offset[gpqa/gpqa_extended/211],-0.2580190769286979,0.8060598883637347,-1.539679334376257,1.0270931121397286,6955.771926060859,3081.9886845877522,1.0013273493955241,0.009664937196175808,0.007180452587567358
v_1|pid_offset[gpqa/gpqa_extended/213],-0.9306298242294113,0.7395334821587313,-2.114096534125874,0.2407017424159532,7676.496811595216,2475.1301250885153,1.0014596668535933,0.00846217700695187,0.006289297932124598
v_1|pid_offset[gpqa/gpqa_extended/229],0.9822102500950032,0.7631597458380995,-0.22823566459770375,2.1923965397633416,7935.038018791029,3164.1627642697545,1.001500543550212,0.008568769801402216,0.006106596918605232
v_1|pid_offset[gpqa/gpqa_extended/232],-0.6143598323429477,0.7921164750819986,-1.862633650343453,0.6542386724561843,7551.762755165274,3223.1741738194455,1.0023531255056812,0.00911829554866291,0.006595939849653315
v_1|pid_offset[gpqa/gpqa_extended/237],-0.24809751248005948,0.7227425076177914,-1.4008364855590654,0.9122798983527657,9429.220551388315,2880.259800571758,1.003524011178916,0.007438543025281234,0.0054180357407917785
v_1|pid_offset[gpqa/gpqa_extended/254],-0.49462689128517406,0.6776283342169338,-1.5861598711143676,0.5430797773587487,8794.327677364527,2878.649709859184,1.0032047864937255,0.007208286398551576,0.005623127584838425
v_1|pid_offset[gpqa/gpqa_extended/257],-0.5042257413427156,0.6912839039990485,-1.6079887139829756,0.6056517768474023,7683.591990854987,2978.877758271557,1.0021614310622928,0.007911750446625484,0.005634556380821235
v_1|pid_offset[gpqa/gpqa_extended/26],0.23447713080753027,0.7756246692084682,-1.0242303393239887,1.4676626775271682,7728.183704989904,2514.1827400215207,1.002370753542441,0.008805017337717146,0.006256960320833493
v_1|pid_offset[gpqa/gpqa_extended/270],-0.08867778003546328,0.842844028994023,-1.4327087872507436,1.2390106257225795,8537.308510735,2813.0364195416028,1.0001691154544303,0.009166493879812337,0.006615594054427337
v_1|pid_offset[gpqa/gpqa_extended/273],-0.48537935109620756,0.7570344760674552,-1.6983090050280663,0.7512121039793958,7838.210794340753,2831.231478539422,1.0018251266760507,0.008569875609986408,0.006092616479395923
v_1|pid_offset[gpqa/gpqa_extended/276],-0.44391071766220086,0.7184021824319518,-1.602688136488014,0.6830163842108372,9055.622709577892,2886.6769848783215,0.9999000799832768,0.007548968587462431,0.0056026906002969
v_1|pid_offset[gpqa/gpqa_extended/278],-0.3081321336544412,0.8121109728240432,-1.5980249473304264,0.9916793643905044,9664.677260036346,2754.5630402895094,1.0001322282257459,0.008201200433660674,0.005978920359842293
v_1|pid_offset[gpqa/gpqa_extended/279],-0.47372176531769183,0.6521148911332264,-1.5168769224198522,0.5584530139895482,8990.73633443776,2865.352668557936,1.00099578320836,0.006887151396848,0.004876084531065579
v_1|pid_offset[gpqa/gpqa_extended/289],0.7418857084157876,0.7411938637080235,-0.46354947332435714,1.9464070144157641,7999.967848479759,3301.627007458408,1.0008963105329463,0.008291020328927095,0.005882576777734887
v_1|pid_offset[gpqa/gpqa_extended/303],0.442328295971169,0.7891572781630636,-0.8104803681141843,1.688409566026701,7761.356985153714,2620.896957852008,1.000275370942759,0.008966758472376253,0.006319454268520543
v_1|pid_offset[gpqa/gpqa_extended/304],0.6107530797520722,0.9211832068083898,-0.8611284556095875,2.0825822474575584,8831.696849674776,2843.9786516446916,1.002297135876627,0.009797883781761116,0.006725330245629951
v_1|pid_offset[gpqa/gpqa_extended/305],0.20353669465955893,0.7247573441539306,-0.9601891350662335,1.381953117682583,8761.787077080215,3241.8174967192044,1.0008211322204164,0.007695576044296533,0.00574626517505966
v_1|pid_offset[gpqa/gpqa_extended/310],0.248042701504945,0.9909400928522721,-1.31032204820931,1.8275182481554761,9326.516479673714,3141.612954913564,1.0017636518750728,0.010300937357565956,0.007617914444034726
v_1|pid_offset[gpqa/gpqa_extended/313],-0.7689631070252373,0.7024998393100688,-1.9079727868606446,0.3456971344701027,8146.810788468477,2689.7369668337874,1.0023417488634248,0.007785710987017642,0.0053302762462083654
v_1|pid_offset[gpqa/gpqa_extended/314],0.042340887384811725,0.8093980806290461,-1.2315142150438652,1.3127174819248464,6486.4245224952265,2193.9556362443273,1.0048523946135977,0.010012312266193878,0.0072293134679916006
v_1|pid_offset[gpqa/gpqa_extended/330],0.8788906884421404,0.9785782192173565,-0.6581342412225027,2.4393861802378627,7071.482500743396,3013.6260306062472,1.0004569435200181,0.011641912146450205,0.008258009543551145
v_1|pid_offset[gpqa/gpqa_extended/334],-0.9581090483803598,0.7976458907390509,-2.1942189318422733,0.3298620285475846,8525.029193564204,2629.6894384660172,1.0000951379591434,0.008609261309020589,0.005917907649097443
v_1|pid_offset[gpqa/gpqa_extended/350],-0.11174222414872717,0.7133710176024531,-1.2745227239526324,1.0305133610775947,8662.071246415555,3205.27339631926,1.0009777722580295,0.0076587147897482855,0.005429048533239601
v_1|pid_offset[gpqa/gpqa_extended/351],0.6077999935830894,0.8241313001205246,-0.7212461738977506,1.9154921621479664,9895.910579889638,2699.873714877162,1.003209569593661,0.008275433597977864,0.005876855552529884
v_1|pid_offset[gpqa/gpqa_extended/352],-0.9265754893339735,0.7248328183519951,-2.063452907079953,0.26686959391423354,7622.603573698327,2765.8559391280737,1.0006466924743136,0.008332601922958463,0.005670738457610339
v_1|pid_offset[gpqa/gpqa_extended/36],-0.4104087832256759,0.7464520041429645,-1.5772758928729906,0.7622203718074839,8068.591998789054,2550.1200565375343,1.0032017313340627,0.00831650110943284,0.006263400044788883
v_1|pid_offset[gpqa/gpqa_extended/363],0.22641113032221744,0.8546421584409913,-1.1346204253952612,1.6014790974829667,8072.151430069736,3145.5248873178975,1.0026719473962307,0.009561184285393747,0.006641389475286338
v_1|pid_offset[gpqa/gpqa_extended/367],-1.0157000564700733,0.7658602486530649,-2.2471100957542305,0.2015266391103186,7607.638792886889,2539.547256046503,1.002520847472746,0.008783469363817324,0.006465607895804398
v_1|pid_offset[gpqa/gpqa_extended/37],0.6374810823330577,0.7861848646834787,-0.6235064267091124,1.9132409938874886,8671.525906252218,2980.232737007593,1.0001687737013405,0.008434588604538926,0.006076821779554539
v_1|pid_offset[gpqa/gpqa_extended/382],-0.09159465223964189,0.7372996735170568,-1.283026983212756,1.0721373855025247,8383.49610965995,2950.811323586687,1.0000209856928692,0.008039554340471782,0.005696570565764315
v_1|pid_offset[gpqa/gpqa_extended/383],0.3743637791172796,0.6566690579201401,-0.6573145941543201,1.4163904573023216,8578.08549197068,3047.850657074383,1.0004994712504331,0.007111198377764197,0.005129284923584357
v_1|pid_offset[gpqa/gpqa_extended/385],-0.19002796978532058,0.7636575660047085,-1.3820450076106476,1.0408338283728333,7902.737238977707,2782.433698557861,1.00022818898665,0.008625967531850246,0.00610159435129272
v_1|pid_offset[gpqa/gpqa_extended/387],0.2577779114777496,0.806172592122602,-0.9939004518858494,1.5659075560445466,8918.498829830723,2929.0307932873034,1.0008968816772255,0.00852315951821517,0.006048970980569775
v_1|pid_offset[gpqa/gpqa_extended/388],0.48667714240238874,0.6742487214836946,-0.594022655653765,1.5660003675643503,9031.248261221215,2929.3134327423404,1.003262394458132,0.007075510876893769,0.005314544869707197
v_1|pid_offset[gpqa/gpqa_extended/39],-0.8865129368983143,0.7303479969287009,-2.0687876799871208,0.2800346356912154,7775.580344097627,2979.0755100268357,1.00026544723897,0.008272407736006118,0.0059470060706705045
v_1|pid_offset[gpqa/gpqa_extended/402],0.7512179462921781,0.9465422133334471,-0.6713289718754508,2.2641658699526035,8024.283922950511,2898.657427574245,1.0019736742129772,0.010693882417709043,0.00806486816353773
v_1|pid_offset[gpqa/gpqa_extended/407],0.6250568769878384,0.9529500490762621,-0.8711406970603678,2.1209334943333014,9327.995091245872,3221.056439246736,1.0056064101941564,0.009848711015790679,0.007248921949005462
v_1|pid_offset[gpqa/gpqa_extended/408],-0.376485499117347,0.7780909815926484,-1.6040292824987172,0.8695872087628312,8342.248136185997,2911.8103328882034,1.0002492748616216,0.008505245170451894,0.005877422089057146
v_1|pid_offset[gpqa/gpqa_extended/414],-1.027886503375374,0.8465566586658664,-2.3564186143772057,0.31540755177825036,8009.329670670983,2854.6247118850056,0.9997506405552772,0.009453728873919336,0.006904198990503561
v_1|pid_offset[gpqa/gpqa_extended/416],0.026831864492993858,0.7407301337549755,-1.1860026852117502,1.2205482016588478,7766.372858140147,2718.4927173219894,1.0000172560624776,0.008357572000768898,0.006060560328789761
v_1|pid_offset[gpqa/gpqa_extended/419],-1.025341626725805,0.8996879865691503,-2.451614336590817,0.43916975302162176,8033.072242673905,2600.208622297962,1.0033153107860915,0.010041812041638913,0.007036379961026679
v_1|pid_offset[gpqa/gpqa_extended/423],0.23096777975089583,0.9687138809760756,-1.3260109065619228,1.7973913044356018,9972.656422962245,2762.9974952752636,1.0003066118111945,0.009681768486795299,0.006816589444924538
v_1|pid_offset[gpqa/gpqa_extended/424],-0.7963850349624481,0.8776772854280401,-2.1890349142648966,0.5928568925893,9338.947029501764,2922.50600105182,1.0016479675719723,0.00907911827380477,0.0065874122257801315
v_1|pid_offset[gpqa/gpqa_extended/430],0.40804018994281693,0.7324556853589491,-0.7819197612244363,1.5773018422018048,9278.70478202052,3133.69259564591,1.0010144284692042,0.0075847429462377585,0.005486733431972113
v_1|pid_offset[gpqa/gpqa_extended/433],0.3690589094713308,0.8175938860327353,-0.923580388757572,1.6852904265506028,9134.675305216302,3278.8562303708477,1.0008768670599018,0.00855061721655149,0.0061709865309294175
v_1|pid_offset[gpqa/gpqa_extended/434],-0.5294848505191676,0.6698681751851494,-1.5823450875009601,0.5324478680993955,8012.513319077003,2623.7337776027975,1.0013593330900958,0.0074990394497567794,0.005684024984848021
v_1|pid_offset[gpqa/gpqa_extended/437],-0.8983907918508457,0.6935877180393086,-1.9955407978709072,0.19775489652711198,8265.069136745498,2167.4413715295545,1.0037584821571865,0.007612289010698274,0.00569281160083444
v_1|pid_offset[gpqa/gpqa_extended/439],-0.8629057915856196,0.7119477158170552,-2.0078949703081665,0.2793475614549994,7403.437748022142,2923.0577811268217,0.9996067057276133,0.008278234978050556,0.006251164813778363
v_1|pid_offset[gpqa/gpqa_extended/451],0.6482168784613247,0.9169013475953175,-0.8037366676700488,2.1094584657264015,7776.905813584648,3046.820501221968,0.999945929230395,0.010407826457582049,0.007638310567226775
v_1|pid_offset[gpqa/gpqa_extended/453],0.3018971668138712,0.7437615670118971,-0.8837387017853813,1.4850572862709237,9558.01127783773,3203.309215932439,1.001407473422708,0.007621689161535173,0.005714739741701617
v_1|pid_offset[gpqa/gpqa_extended/458],1.0083985140435594,0.8203693536204034,-0.29407116087228913,2.322605343305213,7247.056299078938,2777.59069503176,1.0019797938946,0.009613328043811752,0.007220968713647067
v_1|pid_offset[gpqa/gpqa_extended/460],-0.32219993323676227,0.7077641752014633,-1.4209423730224013,0.8056092846832156,9605.670305267131,3056.2820381530196,1.0016677437316652,0.007279004622534423,0.005209272233888114
v_1|pid_offset[gpqa/gpqa_extended/462],-0.618087899230305,0.6990374744891702,-1.748156879134089,0.4920835643551767,8889.406285143514,2709.797765185423,1.0012028380592193,0.0074151721832078354,0.005287075133359062
v_1|pid_offset[gpqa/gpqa_extended/467],-1.023792410226502,0.7303005699663192,-2.1791579950020337,0.14241238199011289,8388.499075855409,2570.2262843992826,1.0033595182584476,0.007973679838217547,0.005657867499268196
v_1|pid_offset[gpqa/gpqa_extended/469],-0.5691565983097634,0.771163411137644,-1.8248849409483578,0.6825520676459516,8307.07579509554,2980.9784323739,1.003607043113685,0.008491157824131245,0.006154550663587352
v_1|pid_offset[gpqa/gpqa_extended/470],0.6826243056209493,0.7646487945832706,-0.5291319652638415,1.9029509087539598,8236.299248798425,2980.4631932296334,1.0010633757860314,0.008431680741770888,0.0058885079807614715
v_1|pid_offset[gpqa/gpqa_extended/52],-0.49502749140188484,0.6829236327023007,-1.587050354182354,0.5882540828156823,9247.481073034622,3139.5725025374895,1.0000776220735001,0.007103219469746511,0.005332681303746544
v_1|pid_offset[gpqa/gpqa_extended/69],0.9258532387669939,0.7533994398186583,-0.3000316398917377,2.0853141295649067,9183.725426325092,2870.5009477115623,1.0012321213321058,0.007884473082411237,0.005616250887320248
v_1|pid_offset[gpqa/gpqa_extended/71],1.2817590791519853,0.9050368255739594,-0.21598411818275637,2.7287515652006054,7353.140566339593,2917.5116249167736,1.0002464683841126,0.010573862094894703,0.007597009062395988
v_1|pid_offset[gpqa/gpqa_extended/72],-0.21525128187460132,0.8617459014361232,-1.6016030895609579,1.1789418377686094,9027.553459263137,2755.003945133599,1.0002269057594404,0.009089193923391034,0.006296602001292085
v_1|pid_offset[gpqa/gpqa_extended/74],-0.6943214311791097,0.7097756865143362,-1.8368845657565533,0.4353336234951622,8386.346924443915,2966.316996224122,1.0003027444542891,0.0077736737668411444,0.005705286488671178
v_1|pid_offset[gpqa/gpqa_extended/75],-0.7991058261162323,0.6820656188251135,-1.8929611102813195,0.3130953136738575,7360.25017621541,2682.159227296335,0.9999855428401635,0.007947435658729678,0.005784836103890823
v_1|pid_offset[gpqa/gpqa_extended/78],-0.5132493834613397,0.7265434016028547,-1.6798603938323666,0.6542804947138898,8024.640339849347,2634.09433969603,1.0039720469861808,0.008114382918877077,0.005954004442963566
v_1|pid_offset[gpqa/gpqa_extended/79],1.3092281945127606,0.9235003134639442,-0.16451754456831938,2.759495399506058,6456.499781845537,3306.871465889991,1.0006659233783954,0.01157245191934357,0.008205446525515204
v_1|pid_offset[gpqa/gpqa_extended/85],0.5724180691462053,0.9163575231027364,-0.9491477767780443,2.064522653476515,8540.68803588308,2981.0505516656685,1.0021536478424389,0.009913411191272793,0.006970977399617477
v_1|pid_offset[gpqa/gpqa_extended/89],-0.5077250157440863,0.720756614387725,-1.6422009990787332,0.6380669447523397,7817.938372046956,2828.893637362382,1.0017093583307815,0.0081850991785606,0.005951642561531552
v_1|pid_offset[gpqa/gpqa_extended/90],-0.3334928385653445,0.7554763075523423,-1.5370235711795561,0.8828134990281212,8129.807712662992,2940.558598196402,1.002177023276846,0.00836783216345031,0.005777588052950762
v_1|pid_offset[gpqa/gpqa_extended/91],1.1849419279645912,0.7273197287707598,0.003261989689859289,2.3363069434394257,9618.242590904585,2940.8491048277006,1.0016959344866334,0.007395656555302135,0.005573494355623752
v_1|pid_offset[gpqa/gpqa_extended/93],0.994919906860382,0.7404204993956587,-0.18830329562244116,2.1890757157986265,8584.214501739674,2594.0021726869686,1.0042615119944132,0.008014585972918778,0.006014523488232468
v_1|pid_offset[gpqa/gpqa_extended/99],1.4565167700677437,1.0194233208518158,-0.1585903143195151,3.0460401083654687,6119.172347469786,3002.66468550974,1.0001367630002187,0.013041853404815324,0.009495824894149829
v_1|pid_offset[gpqa/gpqa_main/102],0.9092556329857473,0.729631665172248,-0.24658354305524505,2.0320116527213252,8538.767857430086,3103.611553644846,1.0013646762558417,0.007917184287462069,0.005792296393534923
v_1|pid_offset[gpqa/gpqa_main/103],1.0744774469729164,0.9812978880893035,-0.4813295160970119,2.63891320150235,6569.9767839523865,3127.702711126128,1.0022781690589653,0.012060408874759192,0.008467685998517048
v_1|pid_offset[gpqa/gpqa_main/108],-0.49323752779391405,0.7523970302855155,-1.7020560242742835,0.6928305094380474,9098.187327027912,3092.1031812382957,1.002068685421962,0.00793449071329227,0.006050999857299257
v_1|pid_offset[gpqa/gpqa_main/122],0.13332852769082307,0.7391205672558004,-1.040742228920509,1.2872416960053414,8967.694540322438,2883.8844459401844,1.0004104692441602,0.00781997637280151,0.005918753681195034
v_1|pid_offset[gpqa/gpqa_main/123],0.8947668947237336,0.8163301265748932,-0.4285158114288558,2.1630050143160413,7769.8874224357105,2995.7903575027017,1.0004183001379785,0.009229051877940908,0.006557862149034571
v_1|pid_offset[gpqa/gpqa_main/124],-0.5186348892014052,0.7656371846402953,-1.7436777088594535,0.7194941612807797,8194.852613520436,2681.0295504103547,1.003766736551227,0.008482108308343415,0.005933338230062028
v_1|pid_offset[gpqa/gpqa_main/127],0.37683616622472155,0.7604510170115062,-0.8469255182708679,1.59752810290933,9709.18446410259,2651.8085585833337,1.0007347679242382,0.007724155233675999,0.005549307282652251
v_1|pid_offset[gpqa/gpqa_main/129],-0.31542030291215006,0.8580867489538426,-1.6398774570336387,1.0678546749226199,8761.65416608329,3124.61732788724,1.0012106373238836,0.009170898597345977,0.006710376091501136
v_1|pid_offset[gpqa/gpqa_main/143],-0.023495015699045992,0.7670151607911314,-1.2588390918260444,1.2303454403189071,8047.567653925694,2892.1506668510956,1.0002791696701372,0.008537985040414057,0.005960323749030013
v_1|pid_offset[gpqa/gpqa_main/149],-0.004149532141531537,0.86710559838552,-1.3698219431908738,1.3760036470352268,7812.55376217951,3020.643916996439,1.0020950155443455,0.009794994976631395,0.006899956973987852
v_1|pid_offset[gpqa/gpqa_main/152],-0.18401140762323925,0.6934990802942113,-1.27471879357641,0.9293519876609359,8359.082428395264,3015.1753434840834,1.0001337636148722,0.007588265120372659,0.005610829535506953
v_1|pid_offset[gpqa/gpqa_main/163],1.2084141400947788,0.9719933758508588,-0.37827810146822577,2.7263390619080874,6387.6674405289705,2695.5735847082774,1.0006960909866023,0.012125161763278307,0.00843028864765989
v_1|pid_offset[gpqa/gpqa_main/170],-0.0385660550469407,0.902087130601983,-1.4875076776983782,1.444236023781539,7906.2133332600015,2726.806480239802,0.9997796404158281,0.010197082628448647,0.007205361175878708
v_1|pid_offset[gpqa/gpqa_main/176],-0.25559914892171404,0.7132864538829831,-1.3928089256481535,0.8724149312168109,8534.42107538753,2798.3500800567517,1.001616346243124,0.007752311686483941,0.0060521918703382565
v_1|pid_offset[gpqa/gpqa_main/18],0.40450107572991445,0.7574105715466475,-0.8213898248687104,1.6279994470926402,8400.167067231267,3094.274520889561,1.0010068040458722,0.008275016218107601,0.0061669773151112545
v_1|pid_offset[gpqa/gpqa_main/180],-0.6583733292728682,0.7190106627553066,-1.810616439449898,0.4809558582365609,7409.756421649196,2579.7630346237756,0.9996827104566715,0.008362882091977015,0.006166484633286925
v_1|pid_offset[gpqa/gpqa_main/188],0.2840083514199798,0.7680286018668335,-0.9450437804930842,1.5164759164122248,10035.612916170878,3013.719585881911,1.0012323490338684,0.007652023849799889,0.005474911402650094
